book_title,book_page_num,book_publish_month,book_publish_day,book_publisher,book_num_reviews,book_publish_year,book_lang,book_author,book_rating,book_isbn,book_genre
If You Were There in 1776,144,1,5,352,5,1994,1,388,3.78,0027123227,14
Gap Creek,352,12,8,353,19,2001,1,389,3.73,074322535X,10
"The Good Earth (House of Earth, #1)",418,4,3,354,7722,2009,1,390,3.98,1416500189,20
For the Good of the Earth and Sun: Teaching Poetry,166,12,6,355,8,1989,1,391,4.27,043508495X,20
The Good Earth (Cliffs Notes),64,12,11,356,0,1974,1,392,4.0,0822005352,1
From the Good Earth: A Celebration of Growing Food Around the World,168,1,4,202,0,1993,1,393,4.2,0810933187,8
Daily Inspiration for the Purpose Driven Life: Scriptures and Reflections from the 40 Days of Purpose,285,11,3,357,0,2004,1,394,4.4,0310807980,9
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,5,12,3,357,2,2005,1,394,3.93,0310258979,20
Purpose Driven Life Journal: What on Earth Am I Here For?,160,10,11,357,46,2002,1,394,4.24,0310803063,18
A Catholic Perspective On The Purpose Driven Life,112,1,1,358,2,2006,1,395,3.82,0899421326,16
Daily Inspiration for the Purpose Driven Life,288,5,9,357,0,2004,1,394,4.4,0310807255,7
Fast Food Nation: The Dark Side of the All-American Meal,399,5,7,57,4941,2005,1,396,3.74,0060838582,20
Fast Food Nation: What The All-American Meal is Doing to the World,384,4,4,50,77,2002,1,396,3.74,0141006870,5
Snow Flower and the Secret Fan,269,12,2,180,14966,2006,1,397,4.07,0812968069,13
Do You Want to Know a Secret?: The Story of the Official George Harrison Fan Club,182,12,12,359,0,2005,1,398,5.0,074142892X,16
Secrets of the Super [Football] Athletes: Tips for Fans and Players,0,12,7,360,0,1982,1,399,5.0,044097979X,2
All Men Have Secrets,256,12,11,361,4,1995,1,400,3.92,0863698743,16
The Broker,422,12,9,362,2354,2006,1,401,3.78,0385340540,13
The Power Broker: Robert Moses and the Fall of New York,1344,12,7,69,1271,1975,1,402,4.51,0394720245,11
"The Power Broker: A Novel (Christian Gillette, #3)",320,12,7,6,1,2006,1,403,3.75,0345480600,6
Body For Life: 12 Weeks to Mental and Physical Strength,201,10,6,363,275,1999,1,404,3.74,0060193395,13
Body for Life Success Journal,312,12,11,63,2,2002,1,404,4.04,0060515597,4
"Eating for Life: Your Guide to Great Health, Fat Loss and Increased Energy!",405,12,11,364,51,2003,1,404,3.95,0972018417,20
"One Body, One Life: Six Weeks to the New You",288,12,4,365,0,2006,1,405,3.3,0525949194,4
Body Piercing Saved My Life: Inside the Phenomenon of Christian Rock,291,1,6,318,45,2006,1,406,3.61,0306814579,21
The Warren Buffett Way,245,1,10,342,16,2005,1,407,4.14,0471743674,2
The Warren Buffett Portfolio: Mastering the Power of the Focus Investment Strategy,256,12,11,43,2,2000,1,407,4.14,0471392642,12
Trade Like Warren Buffett,246,1,2,43,8,2005,1,408,3.56,0471655848,19
How to Think Like Benjamin Graham and Invest Like Warren Buffett,224,11,10,310,8,2002,1,409,3.78,0071409394,11
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,432,12,4,43,1,2003,1,410,4.08,0471430455,18
Warren Buffett: : Master of the Market,224,1,12,366,0,1999,1,411,3.62,0380788861,19
Warren Buffett: The Good Guy of Wall Street,304,12,1,130,0,1995,1,412,4.1,155611432X,4
The Buffettology Workbook: Value Investing The Warren Buffett Way,192,3,1,135,2,2001,1,413,3.94,0684871718,9
Of Permanent Value: The Story of Warren Buffet,1489,1,11,367,1,2002,1,412,4.07,0964190540,10
Damn Right!: Behind the Scenes with Berkshire Hathaway Billionaire Charlie Munger,294,9,5,342,54,2003,1,414,4.14,0471446912,3
Monkey Business: Swinging Through the Wall Street Jungle,288,1,4,207,140,2001,1,415,3.95,0446676950,1
Monkey Business,32,1,8,368,31,2004,1,416,4.17,1553374622,22
Monkey Business: True Story of the Scopes Trial,368,12,5,369,8,2005,1,417,3.15,0805431578,10
"Mice, Morals, & Monkey Business",64,7,9,370,6,2005,1,418,3.65,0762424044,12
"Hank the Cowdog and Monkey Business (Hank the Cowdog, #14)",128,1,8,76,18,1998,1,419,4.08,0141303905,11
"Junie B. Jones and a Little Monkey Business (Junie B. Jones, #2)",68,12,2,111,628,1993,1,420,3.99,6412759,20
"Simply Italian: 100 Easy-To-Make, Zesty, Satisfying Favorites",161,12,3,371,0,1999,1,421,5.0,1572840226,13
Simply Bruschetta: Garlic Toast the Italian Way,94,1,1,372,2,2001,1,422,3.75,0945045069,13
"Simply Italian: Easy Recipes That Are Quick to Prepare, Low in Calories, and Kind to Your Budget",192,1,4,373,1,1997,1,423,4.0,0809230402,11
Simply Italian,256,12,10,374,0,2002,1,424,3.9,174045197X,17
"Cucina Fresca: Italian Food, Simply Prepared",304,12,6,375,1,2001,1,425,4.2,0060936339,8
"Simply Sauté: Fast, Easy, and Healthy Italian Cooking -- All in One Pan",256,12,10,376,0,2003,1,426,4.0,1569245614,3
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,64,1,3,377,2,2001,1,427,4.08,1841721476,4
Simply Tuscan: Recipes for a Well-Lived Life,304,12,4,378,2,2000,1,428,3.56,0385492901,17
Simply Sicilian: Family Recipes,200,12,5,19,0,2005,1,429,0.0,0595350356,21
Everyday Italian: 125 Simple and Delicious Recipes,256,12,2,379,218,2005,1,430,3.95,1400052580,19
Everyday Pasta,240,3,4,379,56,2007,1,430,4.09,0307346587,7
Alex & Penny in Egypt,80,12,1,380,0,2007,1,431,0.0,8854401595,4
Alex & Penny Ballooning over Italy,80,12,1,380,0,2007,1,431,3.0,8854401609,13
Eat This Book: Cooking with Global Fresh Flavors,287,1,10,381,15,2004,1,432,3.93,1400052378,10
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,320,12,10,63,13171,2006,1,433,3.97,0061234001,17
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,250,1,8,382,24,2006,3,433,3.97,8466625127,6
The Semi-Complete Guide to Sort of Being a Gentleman,148,12,1,19,0,2005,1,434,4.5,0595341527,10
Miracle Collapse: The 1969 Chicago Cubs,280,1,9,383,2,2006,1,435,3.44,080322026X,13
"The Last Assassin (John Rain, #5)",338,1,6,384,25,2006,1,338,4.27,0399153594,12
"Sicario (John Rain, #1)",349,12,2,385,3,2005,1,338,3.96,8496284182,12
La Chute de John R.,308,12,1,386,0,2003,1,338,3.96,2714439187,2
Life of Pi,401,3,5,387,670,2004,1,436,3.91,0156030209,17
Keys to Investing in Real Estate,208,1,9,388,1,2005,1,437,2.0,0764129031,22
The Shadow of the Wind,16,12,1,389,11,2005,1,438,4.27,0143057812,7
Shadows and Wind: A View of Modern Vietnam,400,1,9,50,9,1999,1,439,3.5,0140285970,2
In the Shadow of the Wind,192,12,1,390,2,1994,1,440,3.66,0887845568,14
Shadows on the Wind,304,1,5,391,0,1995,1,441,2.8,0440613434,7
A Million Little Pieces,515,12,9,392,10868,2005,1,442,3.65,0307276902,3
A Million Little Pieces of Feces,256,10,2,293,6,2006,1,443,3.56,1411677315,17
A Million Little Lies,191,12,3,5,24,2006,1,444,3.42,0061171468,23
Sandpaper Sisters,207,12,10,393,1,2005,1,445,4.0,1932902481,20
A Million Little Pieces of Close to Home: A Close to Home Collection,144,1,10,331,0,2006,1,446,3.61,0740761986,9
The Leadership Challenge,458,7,8,394,40,2003,1,447,4.05,0787968331,7
Leadership and Self-Deception: Getting Out of the Box,181,12,6,395,17,2000,1,448,4.14,1576750949,20
Primal Leadership: Learning to Lead with Emotional Intelligence,336,1,1,396,39,2004,1,449,3.96,1591391849,20
Leadership: Theory and Practice,395,12,10,397,55,2006,1,450,3.83,141294161X,11
Leadership Is an Art,176,12,5,213,119,2004,1,451,4.0,0385512465,9
Lincoln on Leadership: Executive Strategies for Tough Times,193,1,2,158,283,1993,1,452,4.15,0446394599,9
Leadership 101: What Every Leader Needs to Know,128,8,9,398,169,2002,1,37,4.15,0785264191,1
The Leadership Pipeline: How to Build the Leadership-Powered Company,272,12,12,394,35,2000,1,453,3.92,0787951722,11
Leadership in Organizations,542,7,7,237,4,2005,1,454,3.69,0131494848,9
Complete Giuliani Studies,166,1,1,257,0,1995,1,455,4.0,0786614331,7
Grand Illusion: The Untold Story of Rudy Giuliani and 9/11,400,12,8,399,4,2006,1,456,3.71,0060536608,20
120 Studies for Right Hand Development,20,1,3,250,1,1983,1,457,4.41,0898981905,9
Rudy Giuliani: Emperor of the City,384,6,11,63,1,2001,1,458,3.44,0060093897,9
"The Prince of the City: Giuliani, New York, and the Genius of American Life",374,1,7,400,2,2005,1,381,3.64,1594030847,15
Rudy! An Investigative Biography Of Rudolph Giuliani,512,12,7,294,1,2000,1,456,3.74,0465005233,4
Leadership,397,1,10,401,148,2002,1,459,3.72,0316861014,17
Leadership Through the Ages: A Collection of Favorite Quotations,432,7,5,402,0,2003,1,459,3.86,1401355544,3
A Day in the Life of a Mayor: Featuring New York City Mayor Rudy Giuliani,24,1,1,403,0,2001,1,460,0.0,0823953033,20
Assessment in Special Education: A Practical Approach,434,12,9,404,0,2001,1,461,3.58,0205321461,17
"Men Are from Mars, Women Are from Venus",368,3,4,405,3362,2012,1,462,3.55,0060574216,9
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,368,12,10,399,1,1998,1,462,3.62,0060192771,6
Freddy and the Men from Mars,246,12,5,151,9,2002,1,463,4.19,1585672696,13
"Children Are from Heaven: How to Have Strong, Confident Children",400,1,10,406,2,1999,1,462,3.87,0091826160,3
Investing in REITs: Real Estate Investment Trusts,367,1,1,407,8,2006,1,464,3.64,1576601935,18
Real Estate Securities: The Reit Investment Handbook,88,1,11,408,0,1994,1,465,0.0,0942641604,9
J.K.Lasser Pro Real Estate Investment Trusts: New Strategies for Portfolio Management,372,3,6,342,0,2002,1,466,0.0,0471211664,19
How to Talk to Women,224,1,12,409,1,2002,1,467,4.83,0971907609,15
How to Succeed with Women,320,12,10,410,14,1998,1,468,3.75,0735200300,14
How to Succeed with Men,464,1,3,410,1,2000,1,469,2.92,0735201404,1
How to Survive the IRS: My Battles Against Goliath,312,1,4,411,2,2001,1,470,3.6,1569801703,12
The Bad Guys Won!,304,12,4,57,188,2005,1,471,4.02,0060507330,14
Moneyball: The Art of Winning an Unfair Game,317,12,3,412,4192,2004,1,472,4.26,0393324818,18
Juiced Official Strategy Guide,112,1,6,208,0,2005,1,473,0.0,0744005612,7
The 48 Laws of Power,452,1,9,413,3269,2000,1,474,4.18,0140280197,3
The Exp 48 Laws of Power,480,9,9,50,0,2005,1,474,4.18,0733614973,9
Gates of Fire,392,12,9,212,1644,2005,1,475,4.42,055338368X,23
"Fire Sea (The Death Gate Cycle, #3)",414,1,3,290,178,1992,1,476,4.07,0553295411,12
"Memory of Fire (The World Gates, #1)",384,12,4,414,29,2002,1,477,3.65,038081837X,5
Through Gates of Fire: A Journey into World Disorder,256,1,8,415,2,2004,1,478,3.7,0753817861,22
The Gate of Fire (Oath of Empire #2),721,12,6,416,4,2001,1,479,3.58,0812590104,18
The Afghan Campaign,354,1,7,417,198,2006,1,475,3.96,038551641X,6
The Virtues of War: A Novel of Alexander the Great,368,12,9,212,226,2005,1,475,3.97,0553382055,15
Tides of War,448,12,8,212,159,2001,1,475,3.9,0553381393,16
Last of the Amazons,400,1,7,212,125,2003,1,475,3.75,0553382047,22
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,168,1,4,418,4757,2003,1,475,4.0,0446691437,1
Gita on the Green,176,12,5,419,2,2002,1,480,3.78,0826413013,13
"CONQUISTA DE ALEJANDRO MAGNO,",432,6,6,263,0,2006,1,475,3.97,0307350185,20
Phaedrus,116,1,9,99,0,2002,1,481,3.93,140432500X,5
Phaedrus and Letters VII and VIII,160,12,1,47,20,1973,1,481,4.09,0140442758,11
Lysis/Phaedrus/Symposium: Plato on Homosexuality,157,1,12,267,0,1991,1,481,4.47,0879756322,20
Enthusiasm and Divine Madness,125,11,2,420,4,2019,1,482,4.5,189031823X,16
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,272,12,6,421,4,2006,1,481,4.06,0872207889,22
Telling Tales on Caesar: Roman Stories from Phaedrus,296,10,5,162,1,2001,1,483,4.0,0199240957,11
The Fables of Phaedrus,196,1,1,201,7,1992,1,483,3.52,029272473X,21
Gorgias/Phaedrus (Agora),233,1,9,422,1,1998,1,481,4.35,0801435307,4
"The Platonism of Marsilio Ficino: A Study of His Phaedrus Commentary, Its Sources and Genesis",284,1,1,83,0,1984,1,484,0.0,0520051521,4
Statesman,128,12,3,421,7,1999,1,481,3.85,0872204626,13
Gorgias,216,12,11,162,13,1998,1,481,3.95,0192836307,6
Encomium of Helen,48,1,6,423,9,1991,1,485,3.7,0862920531,19
"Gorgias, Sophist, and Artist",260,1,10,424,0,2001,1,486,3.0,1570034249,8
Gorgias and the New Sophistic Rhetoric,176,12,1,425,0,2002,1,487,4.0,0809323974,13
The Histories,716,12,1,50,604,2003,1,488,3.98,0140449086,15
The History (Great Minds),613,1,11,267,0,1992,1,488,3.98,0879757779,23
The History,710,12,3,351,6,1987,1,488,3.98,0226327701,6
The Iliad,683,12,4,47,3488,1999,1,489,3.86,0140275363,20
Iliad,574,12,3,421,137,1997,1,489,3.86,0872203522,23
The Iliad/The Odyssey,1556,1,11,47,385,1999,1,489,4.04,0147712556,18
The Essential Iliad,216,12,9,421,18,2000,1,489,3.86,0872205428,6
The Odyssey,541,12,11,47,6647,2006,1,489,3.76,0143039954,11
African American Odyssey,72,1,3,8,0,2000,1,490,0.0,0137588305,2
Odyssey,478,1,3,421,94,2000,1,489,3.76,0872204847,4
Earth Odyssey: Around the World in Search of Our Environmental Future,384,12,12,4,32,1999,1,491,4.22,0767900596,4
"Aeneid: Selections from Books 1, 2, 4, 6, 10, 12",161,1,1,426,6,2001,1,492,4.35,086516584X,11
Aeneid: Books I-VI,535,1,1,426,26,1964,1,492,4.14,0865164215,20
"Aeneid: Hero, War, Humanity",366,1,4,426,1,2005,1,492,3.84,0865165963,5
Herding Dogs: Progressive Training,256,1,10,427,4,1994,1,493,3.97,0876056443,12
Vergil: A Legamus Transitional Reader,134,1,6,426,0,2004,1,494,3.71,0865165785,11
Latin (Vergil),160,1,1,428,0,2018,1,495,0.0,083736213X,20
Midwest Eclogue,108,12,9,128,0,2005,1,496,3.74,039306090X,9
Eclogues. Georgics. Aeneid: Books 1-6,607,1,10,304,10,1999,4,492,4.23,067499583X,14
City Eclogue,136,12,1,429,7,2006,1,497,4.13,1891190237,8
Eclogues and Georgics,112,3,9,163,5,2005,1,492,3.8,6412759,3
The Eclogues and The Georgics,180,2,9,55,18,1999,1,492,3.8,0192837680,6
<I>Eclogues</I> and  <I>Georgics</I> of Virgil,176,1,10,430,3,1990,1,492,3.8,0801841119,17
The Eclogues of Virgil: A Translation,144,1,8,26,5,1999,1,492,3.9,0374146349,22
The Dry Danube: A Hitler Forgery,152,1,4,431,2,2000,1,498,4.0,081121432X,3
"Lacrimal Gland, Tear Film, and Dry Eye Syndromes: Basic Science and Clinical Relevance",729,12,3,432,0,1994,1,499,0.0,0306446766,7
Old Dry Frye,32,1,5,102,10,2001,1,500,4.22,0439163927,13
The Complete Pelican Shakespeare,1808,7,11,433,25,2002,1,501,4.5,0141000589,5
The Complete Works,1248,12,10,434,6,1991,1,501,4.5,0517092948,16
Hamlet,289,1,8,49,7338,2005,1,501,4.02,0521618746,17
The Oxford Shakespeare: The Complete Works,1420,1,8,162,41,2005,1,501,4.62,6412759,23
The Compleat Works of Wllm Shkspr (abridged),137,1,2,435,119,1994,1,502,4.44,1557831572,10
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,272,1,5,271,95,1995,1,323,3.65,006251279X,13
The Valkyries,212,12,9,271,87,1996,1,323,3.31,0062513346,12
Warrior of the Light,142,12,3,271,958,2004,1,323,3.7,0060527986,10
The Zahir,336,3,7,271,2607,2006,1,323,3.5700000000000003,0060832819,12
By the River Piedra I Sat Down and Wept,208,12,5,271,2730,2006,1,323,3.5700000000000003,0061122092,22
The Fifth Mountain,256,12,4,271,75,2000,1,323,3.62,0060930136,18
Veronika Decides to Die,210,1,6,57,5541,2006,1,323,3.71,0061124265,3
Hamlet (Norton Critical Edition),297,12,1,128,16,1992,1,501,4.02,0393956636,10
History of the Peloponnesian War: Bk. 1-2,496,1,1,304,7,1919,4,503,4.32,0674991206,4
"On Justice, Power and Human Nature: Selections from The History of the Peloponnesian War",172,1,10,421,15,1993,1,503,3.71,0872201686,1
Thucydides Reader: Annotated Passages from Books I-VIII of the Histories,164,1,7,436,0,2005,1,503,4.0,1585101265,12
History of the Peloponnesian War: Bk. 5-6,400,1,1,304,0,1921,4,503,4.36,0674991222,17
The Peloponnesian War,530,1,6,421,21,1998,1,503,3.88,0872203948,2
"Historiae, Vol. 2",320,1,10,437,0,1993,1,503,4.0,0198145519,4
Thucydides: An Introduction for the Common Reader,190,6,11,127,3,2005,1,504,3.7,0691123519,15
"The Peloponnesian War: A New Translation, Backgrounds, Interpretations",554,12,7,128,4,1998,1,503,3.88,0393971678,11
Thucydides: Book I,300,1,6,423,0,1991,1,505,4.0,0862920272,9
"Thucydides, Hobbes, and the Interpretation of Realism",274,1,5,438,0,1993,1,506,0.0,0875801757,13
Once Again for Thucydides: Fiction,90,12,9,78,5,1998,1,507,3.65,0811213889,8
Apologies to Thucydides: Understanding History as Culture and Vice Versa,320,1,12,351,2,2004,1,508,4.38,0226734005,21
Thucydides,280,12,10,127,3,1987,1,509,4.39,0691102392,11
"The Intellectual Revolution: Selections from Euripides, Thucydides and Plato",172,12,9,49,1,1980,1,510,4.09,0521224616,22
"History of the Peloponnesian War, Bk. 7-8",480,1,1,304,0,1923,1,503,4.31,0674991877,6
A Historical Commentary on Thucydides: Volume 1: Introduction and Commentary on Book I,492,12,12,162,0,1945,1,511,3.33,0198141262,8
"Thucydides, Book 6 Commentary",34,12,1,439,0,1989,1,512,4.5,0929524357,15
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,221,12,2,351,57,1955,1,513,4.03,0226307808,17
Euripides V: Electra / The Phoenician Women / The Bacchae,228,12,1,351,46,1969,1,513,4.21,0226307840,22
Euripides: Ten Plays,608,1,10,228,21,1998,1,513,4.17,0451527003,22
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,307,12,11,351,8,1968,1,513,4.21,0226307832,21
Grief Lessons: Four Plays by Euripides,312,1,8,440,89,2006,1,514,4.4,1590171802,4
Ten Plays,432,1,8,441,22,1990,1,513,4.17,0553213636,22
"Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies, #7)",255,12,1,351,15,1992,1,513,4.0,0226307824,11
Bacchae,128,11,9,49,16,2000,1,513,3.88,052165372X,21
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,264,12,4,351,12,2002,1,513,4.31,0226307816,10
"Three Plays of Euripides: Alcestis, Medea, the Bacchae",126,12,12,128,1,1974,1,513,3.97,0393043827,16
Electra and Other Plays,224,1,1,47,5,1999,1,513,4.06,6412759,4
Medea and Other Plays,206,12,3,50,126,2003,1,513,4.03,0140449299,5
Cyclops / Alcestis / Medea,432,1,1,442,4,1994,4,513,4.23,0674995600,16
Medea,431,12,9,49,9,2002,5,513,3.87,0521643864,1
The Bacchae and Other Plays,360,12,1,47,9,2006,1,513,4.14,0140447261,4
Four Plays: Medea / Hippolytus / Heracles / Bacchae,304,1,3,443,18,2002,1,513,3.95,158510048X,8
Bakkhai,160,12,2,162,13,2001,1,513,3.88,0195125983,6
Plays 1: Medea/The Phoenician Women/Bacchae,192,9,11,444,0,2000,1,513,3.78,0413752801,6
Elektra,128,12,8,444,0,2004,1,513,3.95,0413770400,6
The Trojan Women and Other Plays,224,12,11,55,15,2001,1,513,3.94,019283987X,10
Hippolytus,90,1,10,436,9,2001,1,513,3.82,0941051862,1
The Trojan Women and Hippolytus,64,12,7,163,4,2002,1,513,3.63,0486424626,8
The Bacchae of Euripides: A Communion Rite,128,12,7,412,6,2004,1,515,3.86,0393325830,23
Orestes and Other Plays,282,12,12,55,2,2001,1,513,4.09,0192832603,23
Children of Heracles / Hippolytus / Andromache / Hecuba,528,12,2,442,5,1995,4,513,4.29,0674995333,8
Alcestis,142,1,11,162,98,1989,1,513,3.82,0195061667,23
Suppliant Women / Electra / Heracles,464,1,9,442,4,1998,4,513,4.44,067499566X,11
Iphigenia in Aulis,69,12,9,445,58,1997,1,513,4.03,1566631114,8
Three Great Plays: Medea / Hippolytus / Helen,192,12,10,130,2,1958,1,513,3.77,0452010403,17
Helen,216,2,7,8,1,2007,1,513,3.71,090651598X,1
Euripides: Bacchae (Duckworth Companions to Greek & Roman Tragedy) (Duckworth Companions to Greek & Roman Tragedy),144,1,5,446,2,2006,1,516,3.83,0715634305,21
The Essential Euripides,555,1,1,426,0,1995,1,517,4.75,0865165130,1
Euripides: Hippolytus,144,12,8,423,0,2002,1,516,3.61,0715629743,10
"Hecuba: Introduction, Text, and Commentary",256,1,5,162,0,1999,1,513,3.95,0788506110,10
Euripides: Medea,160,12,10,423,1,2002,1,518,4.04,071563187X,16
Electra,270,12,4,162,0,1979,1,513,3.95,0198720947,21
Hippolytos,128,1,10,162,19,1992,1,513,3.82,0195072901,1
Trojan Women / Iphigenia Among the Taurians / Ion,528,1,12,442,2,1999,4,513,4.06,0674995740,19
Helen / Phoenician Women / Orestes,605,12,6,442,3,2002,4,513,4.08,0674996003,15
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),144,9,3,423,1,2006,1,513,4.03,0715629948,15
The Hippolytus of Euripides,140,12,6,170,2,2004,1,513,3.82,141792540X,16
The Bacchae of Euripides: A New Translation with a Critical Essay,142,1,3,383,3,1968,1,513,3.88,0803251947,20
"The Complete Greek Tragedies, Volume 3: Euripides",672,1,8,351,7,1992,1,513,4.45,0226307662,19
"Aeschylus I: Oresteia (Agamemnon, The Libation Bearers, The Eumenides)",171,12,5,351,54,1969,1,519,4.02,0226307786,16
"Aeschylus II: The Suppliant Maidens, The Persians, Seven against Thebes, and Prometheus Bound (The Complete Greek Tragedies)",188,1,2,351,26,1992,1,519,4.1,0226307948,5
The Oresteia,304,7,10,162,7,2004,1,519,4.02,019513592X,16
"The Oresteia: Agamemnon, The Libation Bearers, The Eumenides",335,7,2,47,593,1984,1,519,4.02,0140443339,8
Oresteia,224,12,9,421,21,1998,1,519,4.02,0872203905,9
Suppliant Maidens/Persians/Prometheus/Seven Against Thebes (Loeb Classical Library 145),624,1,1,304,3,1922,1,519,4.1,0674991605,12
Prometheus Bound and Other Plays,160,12,8,50,64,1961,1,519,4.1,0140441123,12
"Aeschylus, 1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides",178,1,11,156,3,1997,1,519,4.02,081221627X,7
"The Complete Greek Tragedies, Volume 1: Aeschylus",358,1,8,351,8,1992,1,519,4.1,0226307646,22
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),95,12,1,49,3,2004,1,520,3.97,0521539811,13
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,232,1,1,156,2,1998,1,519,4.1,0812216717,3
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,151,12,9,163,8,1996,1,519,4.02,0486292428,22
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,208,12,6,170,0,2004,1,519,4.1,1419150014,8
"Sophocles I: Oedipus The King, Oedipus at Colonus, Antigone (The Complete Greek Tragedies, #8)",218,12,8,351,40,1991,1,521,3.98,0226307921,9
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),254,12,5,351,39,1969,1,521,4.14,0226307867,12
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,288,1,5,130,46,1996,1,521,3.98,0452011671,11
The Complete Plays,420,1,3,447,41,2001,1,521,4.27,0451527844,8
The Complete Plays of Sophocles,304,1,4,441,7,1991,1,521,4.27,0553213547,13
"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",259,1,11,285,729,2002,1,521,3.98,015602764X,6
Antigone (Translations from Greek Drama),118,9,1,49,9,2003,1,521,3.65,052101073X,18
"The Three Theban Plays: Antigone, Oedipus the King, Oedipus at Colonus",430,3,1,50,291,2000,1,521,3.98,0140444254,20
Antigone (Greek and Latin Classics),378,12,9,49,2,1999,1,521,3.65,0521337011,6
"Sophocles I: Oedipus the King, Oedipus at Colonus, Antigone (Complete Greek Tragedies)",212,1,5,8,1,1970,1,521,3.98,0671478125,7
Theban Plays,304,12,3,421,8,2003,1,521,3.98,0872205851,14
Antigone; Oedipus the King; Electra,178,12,9,55,200,1998,1,521,3.94,0192835882,3
"Sophocles Plays 2: Ajax, Women of Trachis, Electra, Philoctetes",256,12,6,444,1,1990,1,521,4.14,0413628809,4
"A World of Heroes: Selections from Homer, Herodotus and Sophocles",152,12,11,49,0,1979,1,522,4.33,0521224624,8
"Oedipus Rex  (The Theban Plays, #1)",75,12,6,448,1796,2006,1,521,3.7,1580495931,12
The Oedipus Plays of Sophocles,390,1,9,449,1,1958,1,521,3.98,0451621603,15
Sophocles 1: Ajax/Women of Trachis/Electra/Philoctetes,296,1,5,156,1,1998,1,521,4.14,0812216539,22
Oedipus Rex (Greek and Latin Classics),214,1,8,49,1,2006,5,521,3.7,0521617359,5
Oedipus the King,144,1,7,159,58,2005,1,521,3.7,1416500332,3
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,624,1,11,130,81,1984,1,523,4.06,0452007178,19
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,256,12,8,28,8,1996,1,523,3.91,0415907446,16
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,336,12,1,156,0,1998,1,523,3.83,0812234561,3
Birds/Lysistrata/Women at the Thesmophoria (Loeb Classical Library 179),624,12,11,304,8,2000,1,523,4.18,0674995872,14
Clouds/Wasps/Birds (Aristophanes 1),480,12,9,421,0,1998,1,523,3.79,0872203611,23
Lysistrata and Other Plays,241,12,1,47,121,2003,1,523,3.95,0140448144,8
Acharnians,96,1,5,450,1,2003,1,523,3.45,1585100870,16
Clouds,108,1,11,436,16,1993,1,523,3.75,0941051242,5
Lysistrata,96,1,1,436,8,1988,1,523,3.85,0941051021,22
Clouds/Wasps/Peace,624,12,12,451,10,1998,5,523,4.07,0674995376,16
Socrates and Aristophanes,332,12,11,351,0,1996,1,524,4.18,0226777197,21
Three Plays: The Wasps / The Poet and the Women / The Frogs,224,12,2,50,28,1964,1,523,3.94,0140441522,16
Four Comedies: Lysistrata/The Congresswomen/The Acharnians/The Frogs,432,12,8,452,12,1969,1,523,3.83,0472061526,2
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),608,1,5,304,4,2002,5,523,4.21,0674995961,16
Aristophanes 2: Wasps/Lysistrata/Frogs/The Sexual Congress,376,6,5,156,1,1999,1,523,3.81,0812216849,1
Aristophanes,348,12,9,49,0,1996,1,525,3.5,0521575753,3
Aristophanes and Athens: An Introduction to the Plays,376,12,10,55,3,1995,1,526,4.07,0198721595,18
The Birds,98,1,1,436,12,1999,1,523,3.88,0941051870,16
Three Comedies: The Birds/The Clouds/The Wasps,408,12,8,452,3,1969,1,523,3.79,0472061534,11
Peace,408,12,2,162,14,1999,1,523,3.59,0198140819,7
The Knights / Peace / The Birds / The Assembly Women / Wealth,335,12,7,47,1,1978,1,523,3.69,0140443320,15
Spectacles of Truth in Classical Greek Philosophy: Theoria in Its Cultural Context,311,1,8,49,1,2004,1,527,4.5,0521838258,16
Genres in Dialogue: Plato and the Construct of Philosophy,238,12,4,49,2,2000,1,527,4.33,0521774330,12
